TipoCliente,idCredito,idBanco,montoExigible
Tipo03,473186,21,1087.63
Tipo03,479853,21,869.98
Tipo03,481828,21,519.0
Tipo03,482229,21,1861.94
Tipo03,484657,21,159.95
Tipo03,485472,21,140.34
Tipo03,487102,21,483.98
Tipo04,488023,44,654.79
Tipo03,488313,21,354.16
Tipo03,492718,21,514.02
Tipo03,494155,21,781.66
Tipo03,495221,21,609.23
Tipo03,496989,21,134.0
Tipo03,498057,21,119.61
Tipo03,498651,21,1674.06
Tipo03,498807,44,816.64
Tipo03,502238,21,377.14
Tipo03,503913,21,165.79
Tipo03,512667,21,6639.96
Tipo03,519204,21,1203.52
Tipo03,519315,62,379.04
Tipo03,519794,21,2258.89
Tipo03,523894,21,953.89
Tipo03,524026,21,1227.56
Tipo03,524158,21,1143.34
Tipo03,524782,21,3231.96
Tipo03,524902,21,196.62
Tipo03,526939,21,673.72
Tipo03,528455,21,1246.37
Tipo03,529265,44,683.78
Tipo03,530807,21,2149.57
Tipo03,531388,21,1078.96
Tipo03,531391,21,1265.99
Tipo03,532554,21,1817.56
Tipo03,532714,21,1592.97
Tipo03,534729,21,1311.25
Tipo03,536207,21,677.06
Tipo03,537264,44,1506.44
Tipo03,537392,21,599.73
Tipo03,540872,21,827.55
Tipo03,544725,21,692.64
Tipo03,545017,21,1769.03
Tipo03,551364,44,706.67
Tipo03,551841,44,1011.0
Tipo03,552871,21,1129.44
Tipo03,553597,21,3010.39
Tipo03,554928,21,1911.67
Tipo03,572627,21,458.98
Tipo03,575458,21,3379.2
Tipo03,575756,127,1795.95
Tipo03,576351,21,1748.71
Tipo03,579674,21,506.38
Tipo03,581020,21,4899.99
Tipo03,581980,127,444.82
Tipo03,582409,21,847.85
Tipo03,587344,21,1138.38
Tipo03,589511,21,514.61
Tipo03,600203,44,2377.85
Tipo03,600571,21,355.34
Tipo03,602523,21,970.8
Tipo03,606133,21,1279.98
Tipo04,606495,21,1354.67
Tipo03,614327,21,6294.16
Tipo03,626633,21,278.17
Tipo03,278119,21,844.98
Tipo03,300139,21,705.01
Tipo03,364745,127,325.22
Tipo03,388401,21,495.33
Tipo03,402192,21,305.51
Tipo03,403369,72,707.2
Tipo03,404292,21,367.83
Tipo03,411701,21,642.97
Tipo03,416249,21,652.04
Tipo03,417971,21,513.99
Tipo03,420145,21,290.68
Tipo03,425549,21,442.19
Tipo03,427681,21,309.49
Tipo03,434259,21,179.04
Tipo03,450379,21,218.41
Tipo03,474866,21,455.89
Tipo03,481061,21,474.97
Tipo03,485587,21,487.7
Tipo03,358062,21,200.0
Tipo03,367397,21,200.0
Tipo03,372858,21,457.07
Tipo03,400509,21,200.0
Tipo03,439967,21,493.93
Tipo03,451373,21,481.85
Tipo03,481443,21,200.0
Tipo04,490653,21,318.07
Tipo03,491796,21,200.0
Tipo03,512393,21,299.99
Tipo03,512960,21,200.0
Tipo03,552863,21,819.71
Tipo03,502609,12,4951.56
Tipo02,510868,12,3319.98
Tipo03,511266,12,2228.61
Tipo01,511669,12,4426.64
Tipo04,524883,12,262.28
Tipo03,491208,2,675.06
Tipo03,500210,2,2274.3
Tipo03,504708,2,6376.74
Tipo03,506839,2,6478.11
Tipo03,507003,2,5842.18
Tipo03,509495,2,5729.15
Tipo03,511871,2,1488.23
Tipo03,512163,2,2037.42
Tipo03,523798,2,2153.12
Tipo02,509494,72,4592.64
Tipo03,121671,21,1840.01
Tipo03,498387,21,5500.1
Tipo03,509825,21,790.16
Tipo03,292643,14,73.8
Tipo03,295658,14,132.5
Tipo03,296097,14,197.24
Tipo03,343622,14,124.42
Tipo03,345640,14,72.91
Tipo03,347413,14,97.5
Tipo03,366758,14,100.0
Tipo03,371476,14,280.41
Tipo03,377304,14,163.2
Tipo03,399162,14,117.97
Tipo03,403353,14,136.72
Tipo03,404342,14,140.85
Tipo03,407489,14,139.99
Tipo03,416804,14,298.39
Tipo03,424876,14,201.44
Tipo03,437918,14,145.75
Tipo03,438253,14,159.03
Tipo03,438798,14,169.2
Tipo03,439290,14,159.02
Tipo03,440844,14,106.81
Tipo03,440965,14,127.23
Tipo03,448930,14,75.89
Tipo03,460813,14,92.38
Tipo03,461583,14,87.65
Tipo03,463868,14,397.5
Tipo03,465770,14,186.97
Tipo03,465771,14,121.22
Tipo03,467937,14,86.0
Tipo03,468612,14,62.06
Tipo03,468978,14,270.89
Tipo03,471065,14,77.58
Tipo03,472123,14,173.01
Tipo03,473765,14,52.5
Tipo03,474565,14,75.89
Tipo03,476312,14,128.64
Tipo03,477013,14,141.11
Tipo03,478192,14,97.75
Tipo03,478213,14,244.13
Tipo03,478851,14,159.03
Tipo03,479081,14,464.37
Tipo03,480317,14,171.13
Tipo03,481446,14,363.36
Tipo03,481505,14,137.63
Tipo03,481873,14,121.12
Tipo03,481915,14,286.28
Tipo03,482115,14,265.05
Tipo03,483513,14,129.72
Tipo03,484173,14,366.83
Tipo03,484398,14,148.43
Tipo03,484623,14,60.2
Tipo03,484752,14,79.39
Tipo03,484820,14,106.02
Tipo03,484909,14,99.73
Tipo03,485502,14,90.92
Tipo03,485694,14,107.11
Tipo03,485882,14,212.04
Tipo03,485926,14,327.5
Tipo03,486045,14,65.64
Tipo03,486083,14,136.48
Tipo03,486268,14,259.75
Tipo03,486282,14,69.24
Tipo03,486457,14,151.25
Tipo03,486708,14,88.72
Tipo03,486769,14,318.06
Tipo03,486918,14,175.0
Tipo03,487279,14,219.92
Tipo03,487294,14,290.5
Tipo03,487525,14,90.84
Tipo03,487610,14,159.45
Tipo03,487810,14,124.92
Tipo03,487888,14,274.07
Tipo03,487931,14,180.24
Tipo03,488021,14,339.27
Tipo03,488027,14,265.05
Tipo03,488274,14,337.36
Tipo03,488275,14,190.84
Tipo03,488476,14,445.24
Tipo03,488725,14,80.49
Tipo03,489272,14,125.24
Tipo03,489288,14,118.43
Tipo03,489709,14,76.87
Tipo03,489770,14,171.25
Tipo03,490034,14,187.66
Tipo03,490056,14,149.59
Tipo03,490192,14,159.03
Tipo03,490402,14,74.22
Tipo03,490432,14,159.45
Tipo03,490540,14,132.74
Tipo03,490660,14,379.3
Tipo03,490788,14,222.65
Tipo03,490963,14,466.49
Tipo03,491177,14,106.02
Tipo03,491183,14,77.87
Tipo03,491315,14,85.77
Tipo03,491859,14,74.31
Tipo03,491922,14,76.87
Tipo03,492031,14,91.49
Tipo03,492186,14,346.69
Tipo03,492236,14,340.47
Tipo03,492422,14,81.09
Tipo03,492732,14,467.37
Tipo03,492765,14,342.45
Tipo03,492818,14,220.21
Tipo03,493141,14,130.9
Tipo03,493181,14,67.87
Tipo03,493300,14,118.45
Tipo03,493613,14,298.73
Tipo03,495397,14,273.24
Tipo03,495590,14,109.3
Tipo03,495911,14,101.51
Tipo03,495927,14,149.3
Tipo03,496274,14,273.24
Tipo03,496308,14,143.45
Tipo03,496484,14,149.72
Tipo03,496655,14,137.02
Tipo03,496690,14,232.25
Tipo03,496884,14,225.94
Tipo03,496982,14,250.0
Tipo02,497260,14,68.31
Tipo03,497446,14,163.94
Tipo03,497469,14,127.64
Tipo03,497487,14,71.04
Tipo03,497702,14,243.74
Tipo03,497727,14,100.64
Tipo03,497907,14,62.03
Tipo03,498362,14,153.01
Tipo03,498466,14,160.43
Tipo03,498585,14,196.06
Tipo03,498952,14,163.94
Tipo03,499542,14,146.5
Tipo03,499719,14,181.44
Tipo03,500245,14,86.0
Tipo03,500321,14,299.99
Tipo03,500355,14,232.25
Tipo03,500603,14,235.0
Tipo03,500640,14,125.42
Tipo03,500853,14,109.3
Tipo03,501136,14,157.52
Tipo03,501549,14,76.86
Tipo03,501562,14,68.31
Tipo02,501860,14,240.7
Tipo03,501933,14,168.62
Tipo03,502355,14,160.09
Tipo03,502663,14,160.35
Tipo03,502685,14,144.39
Tipo03,502881,14,122.0
Tipo03,502991,14,245.91
Tipo03,503073,14,133.67
Tipo03,503526,14,273.24
Tipo03,503619,14,117.15
Tipo03,503772,14,232.25
Tipo03,504302,14,217.01
Tipo03,504386,14,115.2
Tipo03,504395,14,219.96
Tipo03,504799,14,224.49
Tipo03,505033,14,158.91
Tipo03,505189,14,560.14
Tipo03,505658,14,86.63
Tipo03,505789,14,203.56
Tipo03,506726,14,109.39
Tipo03,506980,14,659.85
Tipo03,507232,14,302.11
Tipo03,507290,14,341.55
Tipo03,507387,14,221.73
Tipo03,507429,14,136.62
Tipo03,507524,14,204.93
Tipo03,507727,14,53.56
Tipo03,508088,14,99.73
Tipo03,508151,14,956.33
Tipo03,508321,14,89.99
Tipo03,508368,14,87.61
Tipo03,508394,14,222.16
Tipo03,508562,14,109.3
Tipo03,508821,14,116.13
Tipo03,508914,14,203.74
Tipo03,509046,14,261.77
Tipo03,509098,14,86.07
Tipo03,509665,14,95.63
Tipo03,509780,14,136.62
Tipo03,510388,14,135.1
Tipo03,510394,14,166.4
Tipo03,510626,14,109.3
Tipo03,510890,14,136.62
Tipo03,511042,14,172.69
Tipo03,511259,14,186.9
Tipo03,511291,14,116.13
Tipo03,511913,14,112.79
Tipo03,512308,14,137.99
Tipo03,512312,14,216.86
Tipo03,512427,14,122.96
Tipo03,512555,14,105.82
Tipo03,512716,14,65.44
Tipo03,513631,14,76.51
Tipo03,514097,14,204.93
Tipo03,514121,14,547.09
Tipo03,514706,14,87.44
Tipo03,515307,14,97.49
Tipo03,515315,14,217.91
Tipo03,515463,14,101.92
Tipo03,515508,14,273.24
Tipo03,516474,14,130.98
Tipo03,516605,14,169.49
Tipo03,517116,14,99.73
Tipo03,517445,14,614.78
Tipo03,517487,14,191.27
Tipo03,518362,14,271.01
Tipo03,521659,14,956.33
Tipo03,530349,14,128.24
Tipo03,530548,14,376.64
Tipo03,531123,14,220.49
Tipo03,532233,14,273.24
Tipo03,532306,14,124.0
Tipo03,537440,14,273.24
Tipo03,539004,14,434.45
Tipo03,540098,14,148.5
Tipo03,540121,14,956.33
Tipo03,540360,14,131.02
Tipo03,541290,14,187.5
Tipo03,541418,14,307.39
Tipo03,541811,14,264.26
Tipo03,542101,14,155.75
Tipo03,542316,14,204.92
Tipo03,542453,14,210.67
Tipo03,544245,14,239.08
Tipo03,544516,14,203.5
Tipo02,544635,14,117.49
Tipo03,544677,14,154.38
Tipo03,545072,14,269.14
Tipo03,545294,14,259.58
Tipo03,545569,14,182.36
Tipo03,545710,14,245.91
Tipo03,545842,14,245.45
Tipo03,546042,14,269.14
Tipo02,546535,14,61.48
Tipo03,546637,14,230.75
Tipo03,546648,14,212.04
Tipo03,546799,14,424.09
Tipo03,546878,14,275.0
Tipo03,548352,14,311.76
Tipo03,548741,14,148.43
Tipo03,548975,14,191.27
Tipo03,549057,14,212.04
Tipo03,549361,14,847.83
Tipo03,549376,14,220.04
Tipo03,549721,14,329.73
Tipo03,550413,14,177.61
Tipo03,550457,14,81.97
Tipo03,550561,14,449.34
Tipo03,550674,14,269.14
Tipo04,550872,14,204.93
Tipo03,550974,14,349.87
Tipo03,551404,14,265.05
Tipo03,551698,14,110.69
Tipo03,552039,14,337.15
Tipo03,552159,14,142.5
Tipo03,552430,14,131.39
Tipo03,552640,14,416.56
Tipo03,552677,14,296.86
Tipo03,552700,14,273.76
Tipo03,552769,14,269.29
Tipo03,552858,14,231.04
Tipo03,552865,14,293.73
Tipo03,552890,14,168.27
Tipo03,553256,14,154.47
Tipo03,553327,14,114.93
Tipo03,553344,14,63.08
Tipo03,553481,14,338.82
Tipo03,553519,14,204.93
Tipo03,553747,14,285.83
Tipo03,553763,14,655.77
Tipo03,553841,14,180.34
Tipo03,553872,14,319.75
Tipo02,554030,14,273.24
Tipo03,554407,14,329.07
Tipo03,554422,14,271.78
Tipo02,554449,14,191.9
Tipo03,554467,14,222.69
Tipo03,554470,14,273.24
Tipo02,554482,14,149.3
Tipo03,554576,14,483.08
Tipo03,554579,14,148.65
Tipo03,554619,14,304.66
Tipo03,554914,14,58.31
Tipo03,565294,14,445.39
Tipo03,565403,14,53.15
Tipo03,565406,14,474.07
Tipo03,566126,14,204.93
Tipo03,566132,14,108.61
Tipo03,566192,14,190.84
Tipo03,566200,14,175.24
Tipo03,566253,14,267.77
Tipo03,566311,14,230.97
Tipo03,566380,14,92.63
Tipo03,566389,14,375.0
Tipo03,566449,14,137.49
Tipo03,566450,14,184.44
Tipo03,566532,14,159.84
Tipo03,566590,14,390.12
Tipo03,566607,14,258.21
Tipo03,566692,14,295.8
Tipo03,566758,14,294.74
Tipo02,566781,14,231.5
Tipo03,566898,14,68.31
Tipo03,566932,14,122.41
Tipo03,566934,14,394.05
Tipo03,566976,14,241.13
Tipo02,567000,14,70.99
Tipo03,567036,14,66.94
Tipo04,567040,14,153.53
Tipo03,567065,14,91.25
Tipo03,567067,14,155.75
Tipo03,571164,14,223.37
Tipo03,571236,14,188.13
Tipo03,571507,14,153.58
Tipo04,571558,14,150.28
Tipo03,571768,14,179.05
Tipo03,571840,14,404.39
Tipo03,572136,14,149.99
Tipo03,572463,14,409.86
Tipo03,572477,14,274.92
Tipo03,572630,14,323.79
Tipo03,572636,14,683.09
Tipo03,572753,14,432.46
Tipo03,572822,14,153.58
Tipo03,573001,14,461.94
Tipo03,573101,14,158.15
Tipo03,573128,14,262.49
Tipo03,573464,14,370.24
Tipo03,573597,14,369.96
Tipo03,573856,14,225.49
Tipo03,574470,14,204.92
Tipo03,574600,14,230.22
Tipo03,574737,14,457.74
Tipo03,574787,14,204.92
Tipo03,574873,14,230.38
Tipo03,574937,14,204.93
Tipo03,574990,14,200.0
Tipo03,575252,14,168.94
Tipo03,575388,14,449.48
Tipo03,575690,14,230.89
Tipo03,575899,14,136.62
Tipo03,575955,14,207.34
Tipo03,576035,14,177.61
Tipo03,576312,14,347.76
Tipo03,576680,14,185.86
Tipo03,576938,14,460.75
Tipo03,577035,14,307.17
Tipo03,577116,14,534.98
Tipo03,577190,14,344.77
Tipo03,577302,14,220.17
Tipo03,577316,14,156.24
Tipo03,577441,14,232.25
Tipo03,577453,14,413.48
Tipo03,577457,14,642.11
Tipo03,577511,14,272.98
Tipo03,577538,14,276.45
Tipo03,577686,14,153.58
Tipo03,578267,14,307.17
Tipo03,578459,14,460.75
Tipo03,578501,14,122.96
Tipo03,578530,14,111.32
Tipo03,578549,14,176.62
Tipo03,578641,14,204.93
Tipo03,579053,14,164.76
Tipo03,579235,14,95.02
Tipo03,579379,14,546.47
Tipo03,579734,14,109.3
Tipo03,579760,14,460.75
Tipo03,579766,14,204.92
Tipo03,579984,14,174.93
Tipo03,580084,14,273.24
Tipo03,580540,14,184.3
Tipo03,580553,14,215.02
Tipo03,581258,14,245.91
Tipo03,581362,14,135.94
Tipo03,581506,14,270.31
Tipo03,581577,14,112.9
Tipo03,581812,14,170.95
Tipo03,581856,14,122.96
Tipo03,582065,14,314.22
Tipo03,582093,14,321.79
Tipo03,582369,14,190.44
Tipo03,582443,14,84.82
Tipo03,583287,14,204.92
Tipo03,583559,14,80.86
Tipo03,583744,14,769.9
Tipo03,584195,14,230.36
Tipo03,584233,14,460.75
Tipo03,584321,14,259.58
Tipo03,584388,14,80.58
Tipo03,584475,14,113.12
Tipo03,584889,14,200.64
Tipo03,585667,14,478.65
Tipo04,585797,14,276.83
Tipo03,586032,14,126.17
Tipo03,586155,14,273.24
Tipo03,586792,14,433.89
Tipo03,587600,14,976.82
Tipo03,587639,14,107.51
Tipo03,588627,14,158.19
Tipo03,588633,14,81.97
Tipo03,589508,14,191.27
Tipo03,589767,14,149.3
Tipo03,590204,14,151.65
Tipo03,590215,14,137.3
Tipo03,590320,14,110.26
Tipo03,590670,14,341.55
Tipo03,590733,14,471.57
Tipo03,590928,14,76.99
Tipo03,591316,14,229.25
Tipo03,591794,14,259.56
Tipo03,592155,14,273.24
Tipo03,592280,14,175.68
Tipo03,592916,14,367.51
Tipo03,592983,14,583.12
Tipo03,592992,14,359.39
Tipo03,593230,14,76.79
Tipo03,593412,14,271.31
Tipo03,593540,14,233.25
Tipo03,594790,14,118.74
Tipo03,595036,14,76.99
Tipo03,595248,14,153.58
Tipo03,598268,14,184.3
Tipo03,598828,14,223.06
Tipo03,598911,14,710.34
Tipo03,599129,14,147.44
Tipo03,599463,14,212.04
Tipo03,602069,14,394.88
Tipo03,602519,14,341.26
Tipo03,602685,14,327.89
Tipo03,602886,14,742.15
Tipo03,603376,14,171.35
Tipo03,603624,14,180.24
Tipo03,604511,14,399.32
Tipo03,605531,14,136.62
Tipo03,605599,14,109.3
Tipo03,606459,14,218.59
Tipo03,608013,14,218.59
Tipo03,608480,14,602.84
Tipo03,610792,14,386.66
Tipo03,35731,21,1095.12
Tipo03,38430,21,430.34
Tipo03,38455,21,782.23
Tipo03,38973,21,469.34
Tipo03,39849,21,815.24
Tipo03,40529,21,187.74
Tipo03,41339,21,764.68
Tipo03,47095,21,876.1
Tipo03,47552,21,297.25
Tipo03,53596,21,500.63
Tipo03,57556,21,295.34
Tipo03,71590,21,2164.72
Tipo03,74584,21,1193.68
Tipo03,77330,44,1462.25
Tipo03,115198,21,921.51
Tipo03,115287,21,1382.26
Tipo03,117158,21,860.08
Tipo03,117696,21,1474.41
Tipo03,118386,21,1474.41
Tipo03,118512,21,4312.47
Tipo03,122972,21,1075.09
Tipo03,123579,21,444.47
Tipo03,126456,21,767.93
Tipo03,130075,21,1305.47
Tipo04,148705,21,683.79
Tipo03,300823,21,1105.81
Tipo03,311343,21,1322.98
Tipo03,314222,21,1963.01
Tipo03,314575,44,1105.52
Tipo03,315590,21,1843.0
Tipo03,317262,44,3070.89
Tipo03,317507,21,847.17
Tipo03,317635,21,278.17
Tipo03,325854,21,1323.82
Tipo03,336611,21,994.17
Tipo03,342857,21,2188.57
Tipo03,351343,21,1880.41
Tipo03,351714,21,238.06
Tipo03,352409,21,204.37
Tipo04,354914,21,866.18
Tipo03,354979,44,3319.98
Tipo03,355893,21,1566.55
Tipo03,356060,21,1290.11
Tipo03,356829,21,2611.98
Tipo03,364722,21,299.99
Tipo03,367131,21,2328.0
Tipo03,367413,44,1147.0
Tipo03,369949,21,482.17
Tipo03,378057,21,859.9
Tipo03,378140,21,364.93
Tipo03,378597,21,824.41
Tipo03,379884,21,910.11
Tipo03,388630,44,790.62
Tipo03,389058,21,160.65
Tipo03,389410,21,556.34
Tipo03,389471,21,704.0
Tipo03,392272,21,1991.51
Tipo03,392442,21,3042.81
Tipo03,393558,21,1405.85
Tipo03,394797,21,3128.89
Tipo03,396236,21,1000.0
Tipo03,398629,21,1200.01
Tipo03,402464,21,3162.44
Tipo03,402492,21,2379.85
Tipo03,404506,21,1317.75
Tipo03,405752,21,1063.82
Tipo03,408919,21,1564.44
Tipo03,409559,21,1134.0
Tipo03,410010,21,938.67
Tipo03,411165,21,251.6
Tipo03,411283,21,391.11
Tipo03,417531,21,314.5
Tipo03,418374,21,449.99
Tipo03,418741,21,1258.0
Tipo03,420558,44,1060.0
Tipo03,425918,21,1613.99
Tipo03,426588,21,370.68
Tipo03,427009,44,1419.86
Tipo03,429605,21,3128.89
Tipo03,432939,44,845.56
Tipo03,433288,21,589.89
Tipo03,436349,21,2254.37
Tipo03,437503,44,3262.4
Tipo03,438783,21,699.98
Tipo03,439854,21,625.79
Tipo03,440148,44,634.17
Tipo03,440556,21,436.48
Tipo03,445798,21,567.78
Tipo03,448122,21,884.0
Tipo03,449055,21,813.51
Tipo03,449613,21,512.0
Tipo03,450207,21,877.62
Tipo03,451507,21,469.33
Tipo03,453144,21,427.71
Tipo03,453182,21,434.0
Tipo03,453389,21,706.99
Tipo03,454654,21,865.98
Tipo03,456465,21,709.72
Tipo03,457722,44,530.0
Tipo03,458308,44,845.56
Tipo03,458881,21,200.7
Tipo03,460530,127,1135.09
Tipo03,460775,21,249.06
Tipo03,462417,21,594.5
Tipo03,462989,21,1858.71
Tipo03,463429,44,281.17
Tipo03,464889,21,548.0
Tipo03,465527,44,2393.22
Tipo02,466198,21,406.76
Tipo03,467087,21,196.9
Tipo03,467758,21,991.86
Tipo03,468086,21,326.5
Tipo03,470849,21,125.16
Tipo03,471546,21,688.36
Tipo03,472085,21,257.3
Tipo03,472670,21,525.65
Tipo03,473417,21,425.48
Tipo03,473621,21,738.98
Tipo03,473712,44,706.67
Tipo03,474069,21,312.89
Tipo03,474337,44,313.89
Tipo03,474493,21,113.58
Tipo03,475912,44,872.08
Tipo03,477125,21,605.01
Tipo03,477544,21,1966.78
Tipo03,478070,21,2972.44
Tipo03,478776,21,539.74
Tipo02,479180,21,141.87
Tipo03,479228,21,1087.31
Tipo03,479976,21,451.78
Tipo03,480642,21,288.24
Tipo03,481034,44,843.2
Tipo03,481279,21,333.29
Tipo03,482147,21,2437.4
Tipo02,482653,21,1304.6
Tipo03,483823,21,1696.82
Tipo03,484058,21,1250.0
Tipo03,484160,21,1442.02
Tipo03,484724,21,1638.0
Tipo03,485397,21,2781.67
Tipo03,485558,21,109.98
Tipo03,485665,21,1087.38
Tipo03,485876,21,498.03
Tipo02,486433,21,417.25
Tipo03,487637,21,1390.83
Tipo03,489696,44,1231.88
Tipo03,489698,21,1476.69
Tipo04,490604,21,138.0
Tipo03,490968,21,758.0
Tipo03,491376,21,1389.98
Tipo03,492723,21,344.98
Tipo03,493387,21,375.53
Tipo03,493672,21,1668.89
Tipo03,494104,21,573.5
Tipo03,495768,21,675.34
Tipo03,495993,21,1507.66
Tipo03,496765,127,635.17
Tipo03,497037,21,375.48
Tipo03,498012,21,757.98
Tipo03,498173,21,1521.57
Tipo03,501108,21,959.98
Tipo03,501795,21,139.98
Tipo03,501854,21,1330.0
Tipo02,502602,21,1502.1
Tipo03,502750,21,266.99
Tipo03,504476,21,573.51
Tipo03,506305,21,573.5
Tipo04,506546,21,1171.18
Tipo03,506730,44,2129.17
Tipo03,507040,21,469.0
Tipo03,507504,21,234.58
Tipo03,507753,21,382.33
Tipo03,510298,21,1359.25
Tipo03,510802,44,375.47
Tipo03,511261,21,1502.1
Tipo03,511338,21,698.05
Tipo03,511865,21,2727.55
Tipo03,512726,21,1352.32
Tipo03,513255,21,2238.97
Tipo03,513806,44,433.19
Tipo03,514316,62,877.5
Tipo03,514643,21,522.96
Tipo03,515938,21,1078.96
Tipo03,516635,21,782.22
Tipo03,517786,21,576.93
Tipo03,518273,21,1079.36
Tipo03,518706,21,3065.52
Tipo03,518824,21,1947.97
Tipo03,519348,21,1203.52
Tipo03,520821,21,599.98
Tipo03,521108,21,2407.04
Tipo03,521504,44,780.01
Tipo03,521574,21,505.29
Tipo03,522324,21,751.05
Tipo03,522734,21,1079.41
Tipo03,522815,21,801.92
Tipo03,522875,21,1368.96
Tipo03,523220,21,601.45
Tipo03,523431,21,818.27
Tipo03,523782,21,2196.48
Tipo03,524121,21,764.68
Tipo03,524250,21,1397.96
Tipo03,524329,21,1001.98
Tipo03,525056,21,382.34
Tipo03,525907,21,871.98
Tipo03,526332,21,1079.41
Tipo03,527874,21,834.47
Tipo03,527961,21,1203.52
Tipo03,528420,21,375.47
Tipo03,528880,44,3368.58
Tipo03,529017,21,856.73
Tipo03,529038,21,872.98
Tipo03,529240,21,1078.98
Tipo03,529466,44,3245.02
Tipo03,529488,21,2271.11
Tipo03,530616,21,801.92
Tipo03,530987,21,1078.98
Tipo03,531165,21,1078.98
Tipo03,531773,21,1078.98
Tipo03,531995,21,484.98
Tipo03,533219,21,1808.08
Tipo03,533343,21,2370.47
Tipo03,533510,21,2199.18
Tipo03,535498,44,3737.5
Tipo03,535815,21,394.99
Tipo03,540041,44,209.64
Tipo02,540207,44,1129.44
Tipo03,540427,21,242.66
Tipo03,542789,21,618.92
Tipo04,543668,21,289.29
Tipo03,544129,21,118.22
Tipo04,544138,21,399.85
Tipo04,544241,44,156.76
Tipo03,544718,21,440.06
Tipo03,544779,21,2586.03
Tipo03,544807,21,422.4
Tipo04,545006,21,194.72
Tipo03,546318,21,1993.33
Tipo03,546389,21,2781.67
Tipo03,546746,21,1709.41
Tipo03,546967,21,2016.85
Tipo03,549157,21,557.33
Tipo02,549277,44,1100.44
Tipo03,549388,44,4983.33
Tipo03,550286,21,1781.57
Tipo04,551148,44,305.87
Tipo03,551885,21,1390.56
Tipo03,552242,21,2879.33
Tipo03,565501,21,475.7
Tipo03,565873,21,245.73
Tipo03,567089,21,1686.96
Tipo03,574594,21,735.19
Tipo03,575742,21,8667.02
Tipo03,575876,127,4488.44
Tipo03,576962,21,1307.39
Tipo03,577449,21,2056.67
Tipo03,577563,21,239.32
Tipo03,577920,44,677.67
Tipo03,578940,21,2592.75
Tipo04,580351,21,719.87
Tipo03,580709,21,458.85
Tipo03,580925,21,307.52
Tipo03,581369,21,2524.09
Tipo03,581448,21,249.97
Tipo03,581576,21,871.99
Tipo03,582014,21,782.22
Tipo03,582526,21,16448.28
Tipo03,583109,21,1181.99
Tipo03,583131,21,818.83
Tipo03,583204,127,1906.76
Tipo03,583361,21,1405.38
Tipo04,584047,21,494.16
Tipo03,585280,21,2209.97
Tipo03,585955,21,1147.0
Tipo03,587819,21,1075.13
Tipo03,587865,21,1382.25
Tipo03,588437,21,1103.59
